Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
81093.0,-0.308471970182571,1.04530218627027,1.0469832325763,-0.0533703364340655,0.202096659554239,-0.693306618607374,0.649797924990654,0.0109486937118842,-0.22407808003921,-0.487015959032126,-0.844208360039966,-0.732487718666899,-0.681427615723588,-0.283359750443991,1.03133780476402,0.581621928174564,-0.135902406809451,0.147289228896547,0.116672715748714,0.0799161348930999,-0.307738597086778,-0.861483187526577,-0.0640422738211382,-0.22899954430745,-0.118042977622219,0.108098889854015,0.238143487291548,0.0911232872263775,5.99,0
60187.0,1.12550604431443,0.0480480404344114,1.22247245125391,1.20766252727512,-0.668580085679205,0.17824168962265,-0.533761662722474,0.146418230936479,0.598891103590199,-0.218095609483542,-0.278244217398965,0.966281623970264,0.982147730774807,-0.382151799829465,0.760242421377416,-0.0779010270829015,-0.171372201497484,-0.518171267698628,-0.712279419115083,-0.104590269351,0.0143655747524238,0.27045839737827,0.0223386516146527,0.104004515689234,0.346381087778649,-0.387474405347169,0.090414421173212,0.0370189566242289,6.53,0
160665.0,-0.819068739749881,0.810832483494633,0.0010938205805217,-0.731286560474856,0.357107738437924,-0.774397837867506,0.349871103254228,0.444394097756691,-0.271292942903456,-0.405060915681314,0.172611926156316,0.199068280186305,-1.21203761284304,0.812468034127352,-0.901515311284674,0.397753595734381,-0.520704934791598,0.0179265543552349,0.327993541058147,-0.207489413729673,-0.23719585350605,-0.828815170647383,-0.138765492965087,-0.367240523200136,-0.0190116930764327,0.213807132379278,-0.0545358865394415,-0.127539994610341,2.69,0
126621.0,-1.58018897974246,-0.982365774608878,2.31759917855558,0.54064860218644,-0.63118673799253,0.151106390404683,-0.263976814906078,0.156453234545408,-0.876439883986293,0.372110964894735,-1.37378474024248,-0.865596762107636,-0.233628425902943,-0.334766110364959,1.13046581293692,-1.33388677220507,-0.075712045845858,2.00990701534517,-0.299768850151738,-0.425885325255741,-0.301586810265521,-0.233904508417546,0.472782333565077,-0.177780635491741,0.348317788629303,-0.40220374368277,0.125883037668811,0.0862959781373316,138.0,0
132766.0,-1.37695306563945,1.00810734415515,-0.47874635346408,-0.351904423915644,-0.89364538917712,1.28184982558935,2.93300271267419,-0.579043321438225,1.1002851133899,0.337892033311262,1.08710981015992,0.930889522486273,0.301229159298353,-2.44119003634122,-2.36961231424523,-0.301629910571213,0.571681084363017,-0.238501598308387,0.379675601859698,0.22504217129253,-0.830769340479459,-0.703970919200713,-0.173472227250443,0.666928456635281,0.221349716396324,0.0499051380519497,0.688174803974421,-0.130406029406172,431.24,0
21662.0,-18.0185611876771,10.5586001882538,-24.6677412485732,11.7861803616399,-10.564656569212,-2.64568119936245,-18.02346767268,2.69365540308048,-6.21946362785238,-12.7447607871859,9.31813768535999,-13.3778574339457,1.02192386777466,-12.7843458873548,-0.451145843251939,-7.55136493140559,-11.3259968724596,-4.70125277749548,0.516317073274611,1.00770320533757,-2.31947946208034,0.908838783150801,1.35290370698024,-1.05922233762791,0.185750941504222,0.687037383632165,2.07808058379956,-1.42951702264525,1.0,1
27784.0,0.288028928428076,0.965681439446855,-1.45949519977085,1.92186300234526,-1.91241402974899,-1.13028190025527,-2.81426265960526,0.648663224885543,-0.695262639845074,-3.46568908576121,2.35161910622909,-3.82670531942496,-0.767569849115369,-4.8528669146236,1.66486300420352,-2.61736133003734,-4.83555830647772,-1.92175160139324,-0.385884175181753,0.330916894188196,0.603127128021142,0.380690182113136,-0.0641251755885565,0.271380100640141,0.33721953478356,0.626155869423677,0.565124825956713,0.305925255390835,23.36,1
12597.0,-2.58961719821269,7.01671438495857,-13.7054072869097,10.3432280604117,-2.95446103475574,-3.05511578527804,-9.3012886151434,3.34957336071614,-5.65421202641103,-11.853866972601,11.6692047358121,-17.2286622386187,0.0555715664836118,-18.4937733551053,-0.304172113519045,-10.6294973901353,-14.4412111342765,-5.10548646597228,1.2702262705049,1.48885519236896,1.88773772551451,0.333998184533223,0.28765904061745,-1.18640640906644,-0.690272670076388,0.631703772210546,1.93422076005943,0.789687172212655,1.0,1
135314.0,-3.15898973247843,1.7654516187093,-3.39016804993175,0.9874099790721,-1.50993036564483,-1.28095213137771,-2.71955696702151,0.718324816575686,-1.66018323527908,-3.8410981507899,3.28282460993431,-3.90687694585664,0.951367704021229,-4.89818303490097,-0.551999608913709,-4.78744841664753,-9.33432947229458,-2.58024865554763,1.50157346167502,-0.0225898632000452,1.12053278888547,1.60508518555367,-0.618637378199115,-0.251282996939273,-0.240527821958069,-0.0043267561942135,-0.2354773111409,0.0181292220019296,84.28,1
76826.0,-6.61629292560656,3.56342789803106,-7.05890129814843,4.28434595524384,-5.09629887292392,-1.76861780360559,-4.93755412732933,2.74845954534783,-3.79675959454545,-6.8254901042394,3.25959475409854,-6.94389061823948,0.43597516308899,-6.94701030902337,1.01100406527995,-6.16683742461485,-10.564346602529,-4.01018815310236,2.14350179519978,-0.54163415582255,1.21597610572025,0.0411777442210425,-1.05909770217904,0.275662062254882,0.057424927985318,-0.265838484019501,-0.514636936427821,0.388590269335523,254.76,1
